soil_moisture,soil_moisture_error,surface_temperature,latitude,longitude,adjusted_soil_moisture,valid_soil_moisture
,,,-70.09893,93.17427,,0
,,,-70.935745,93.17427,,0
,,,-71.80941,93.17427,,0
,,,-72.725525,93.17427,,0
,,,-73.69126,93.17427,,0
,,,-74.71601,93.17427,,0
,,,-75.81257,93.17427,,0
,,,-76.99911,93.17427,,0
,,,-78.30298,93.17427,,0
,,,-79.76896,93.17427,,0
,,,-81.48033,93.17427,,0
,,,-83.63197,93.17427,,0
,,,-68.51881,93.547714,,0
,,,-69.294495,93.547714,,0
,,,-70.09893,93.547714,,0
,,,-70.935745,93.547714,,0
,,,-71.80941,93.547714,,0
,,,-72.725525,93.547714,,0
,,,-73.69126,93.547714,,0
,,,-74.71601,93.547714,,0
,,,-75.81257,93.547714,,0
,,,-76.99911,93.547714,,0
,,,-78.30298,93.547714,,0
,,,-79.76896,93.547714,,0
,,,-81.48033,93.547714,,0
,,,-83.63197,93.547714,,0
,,,-68.51881,93.921165,,0
,,,-69.294495,93.921165,,0
,,,-70.09893,93.921165,,0
,,,-70.935745,93.921165,,0
,,,-71.80941,93.921165,,0
,,,-72.725525,93.921165,,0
,,,-73.69126,93.921165,,0
,,,-74.71601,93.921165,,0
,,,-75.81257,93.921165,,0
,,,-76.99911,93.921165,,0
,,,-79.76896,93.921165,,0
,,,-81.48033,93.921165,,0
,,,-83.63197,93.921165,,0
,,,-68.51881,94.29461,,0
,,,-69.294495,94.29461,,0
,,,-70.935745,94.29461,,0
,,,-71.80941,94.29461,,0
,,,-72.725525,94.29461,,0
,,,-73.69126,94.29461,,0
,,,-74.71601,94.29461,,0
,,,-75.81257,94.29461,,0
,,,-76.99911,94.29461,,0
,,,-78.30298,94.29461,,0
,,,-79.76896,94.29461,,0
,,,-81.48033,94.29461,,0
,,,-83.63197,94.29461,,0
,,,-68.51881,94.66805,,0
,,,-69.294495,94.66805,,0
,,,-70.09893,94.66805,,0
,,,-70.935745,94.66805,,0
,,,-71.80941,94.66805,,0
,,,-72.725525,94.66805,,0
,,,-73.69126,94.66805,,0
,,,-74.71601,94.66805,,0
,,,-75.81257,94.66805,,0
,,,-76.99911,94.66805,,0
,,,-78.30298,94.66805,,0
,,,-79.76896,94.66805,,0
,,,-81.48033,94.66805,,0
,,,-83.63197,94.66805,,0
,,,-67.76884,95.0415,,0
,,,-68.51881,95.0415,,0
,,,-69.294495,95.0415,,0
,,,-70.09893,95.0415,,0
,,,-70.935745,95.0415,,0
,,,-71.80941,95.0415,,0
,,,-72.725525,95.0415,,0
,,,-73.69126,95.0415,,0
,,,-74.71601,95.0415,,0
,,,-75.81257,95.0415,,0
,,,-76.99911,95.0415,,0
,,,-78.30298,95.0415,,0
,,,-79.76896,95.0415,,0
,,,-81.48033,95.0415,,0
,,,-83.63197,95.0415,,0
,,,-67.76884,95.41494,,0
,,,-68.51881,95.41494,,0
,,,-69.294495,95.41494,,0
,,,-70.09893,95.41494,,0
,,,-70.935745,95.41494,,0
,,,-71.80941,95.41494,,0
,,,-72.725525,95.41494,,0
,,,-73.69126,95.41494,,0
,,,-74.71601,95.41494,,0
,,,-75.81257,95.41494,,0
,,,-76.99911,95.41494,,0
,,,-78.30298,95.41494,,0
,,,-79.76896,95.41494,,0
,,,-81.48033,95.41494,,0
,,,-83.63197,95.41494,,0
,,,-67.76884,95.78838,,0
,,,-68.51881,95.78838,,0
,,,-69.294495,95.78838,,0
,,,-70.09893,95.78838,,0
,,,-70.935745,95.78838,,0
,,,-71.80941,95.78838,,0
,,,-72.725525,95.78838,,0
,,,-73.69126,95.78838,,0
,,,-74.71601,95.78838,,0
,,,-75.81257,95.78838,,0
,,,-76.99911,95.78838,,0
,,,-78.30298,95.78838,,0
,,,-79.76896,95.78838,,0
,,,-81.48033,95.78838,,0
,,,-83.63197,95.78838,,0
,,,-67.76884,96.16183,,0
,,,-68.51881,96.16183,,0
,,,-69.294495,96.16183,,0
,,,-70.09893,96.16183,,0
,,,-70.935745,96.16183,,0
,,,-71.80941,96.16183,,0
,,,-72.725525,96.16183,,0
,,,-73.69126,96.16183,,0
,,,-74.71601,96.16183,,0
,,,-75.81257,96.16183,,0
,,,-76.99911,96.16183,,0
,,,-78.30298,96.16183,,0
,,,-79.76896,96.16183,,0
,,,-81.48033,96.16183,,0
,,,-83.63197,96.16183,,0
,,,-67.04206,96.53527,,0
,,,-67.76884,96.53527,,0
,,,-68.51881,96.53527,,0
,,,-69.294495,96.53527,,0
,,,-70.09893,96.53527,,0
,,,-70.935745,96.53527,,0
,,,-71.80941,96.53527,,0
,,,-72.725525,96.53527,,0
,,,-73.69126,96.53527,,0
,,,-74.71601,96.53527,,0
,,,-75.81257,96.53527,,0
,,,-76.99911,96.53527,,0
,,,-78.30298,96.53527,,0
,,,-79.76896,96.53527,,0
,,,-81.48033,96.53527,,0
,,,-83.63197,96.53527,,0
,,,-67.04206,96.908714,,0
,,,-67.76884,96.908714,,0
,,,-68.51881,96.908714,,0
,,,-69.294495,96.908714,,0
,,,-70.09893,96.908714,,0
,,,-70.935745,96.908714,,0
,,,-71.80941,96.908714,,0
,,,-72.725525,96.908714,,0
,,,-73.69126,96.908714,,0
,,,-74.71601,96.908714,,0
,,,-75.81257,96.908714,,0
,,,-76.99911,96.908714,,0
,,,-78.30298,96.908714,,0
,,,-79.76896,96.908714,,0
,,,-81.48033,96.908714,,0
,,,-83.63197,96.908714,,0
,,,-67.04206,97.28216,,0
,,,-67.76884,97.28216,,0
,,,-68.51881,97.28216,,0
,,,-69.294495,97.28216,,0
,,,-70.09893,97.28216,,0
,,,-70.935745,97.28216,,0
,,,-71.80941,97.28216,,0
,,,-72.725525,97.28216,,0
,,,-73.69126,97.28216,,0
,,,-74.71601,97.28216,,0
,,,-75.81257,97.28216,,0
,,,-76.99911,97.28216,,0
,,,-78.30298,97.28216,,0
,,,-79.76896,97.28216,,0
,,,-81.48033,97.28216,,0
,,,-83.63197,97.28216,,0
,,,-66.33635,97.6556,,0
,,,-67.04206,97.6556,,0
,,,-67.76884,97.6556,,0
,,,-68.51881,97.6556,,0
,,,-69.294495,97.6556,,0
,,,-70.09893,97.6556,,0
,,,-70.935745,97.6556,,0
,,,-71.80941,97.6556,,0
,,,-72.725525,97.6556,,0
,,,-73.69126,97.6556,,0
,,,-74.71601,97.6556,,0
,,,-75.81257,97.6556,,0
,,,-76.99911,97.6556,,0
,,,-78.30298,97.6556,,0
,,,-79.76896,97.6556,,0
,,,-81.48033,97.6556,,0
,,,-83.63197,97.6556,,0
,,,-66.33635,98.029045,,0
,,,-67.04206,98.029045,,0
,,,-67.76884,98.029045,,0
,,,-68.51881,98.029045,,0
,,,-69.294495,98.029045,,0
,,,-70.09893,98.029045,,0
,,,-70.935745,98.029045,,0
,,,-71.80941,98.029045,,0
,,,-72.725525,98.029045,,0
,,,-73.69126,98.029045,,0
,,,-74.71601,98.029045,,0
,,,-75.81257,98.029045,,0
,,,-76.99911,98.029045,,0
,,,-78.30298,98.029045,,0
,,,-79.76896,98.029045,,0
,,,-81.48033,98.029045,,0
,,,-83.63197,98.029045,,0
,,,-66.33635,98.40249,,0
,,,-67.04206,98.40249,,0
,,,-67.76884,98.40249,,0
,,,-68.51881,98.40249,,0
,,,-69.294495,98.40249,,0
,,,-70.09893,98.40249,,0
,,,-70.935745,98.40249,,0
,,,-71.80941,98.40249,,0
,,,-72.725525,98.40249,,0
,,,-73.69126,98.40249,,0
,,,-74.71601,98.40249,,0
,,,-75.81257,98.40249,,0
,,,-76.99911,98.40249,,0
,,,-78.30298,98.40249,,0
,,,-79.76896,98.40249,,0
,,,-81.48033,98.40249,,0
,,,-83.63197,98.40249,,0
,,,-65.64985,98.77593,,0
,,,-66.33635,98.77593,,0
,,,-67.04206,98.77593,,0
,,,-67.76884,98.77593,,0
,,,-68.51881,98.77593,,0
,,,-69.294495,98.77593,,0
,,,-70.09893,98.77593,,0
,,,-70.935745,98.77593,,0
,,,-71.80941,98.77593,,0
,,,-72.725525,98.77593,,0
,,,-73.69126,98.77593,,0
,,,-74.71601,98.77593,,0
,,,-75.81257,98.77593,,0
,,,-76.99911,98.77593,,0
,,,-78.30298,98.77593,,0
,,,-79.76896,98.77593,,0
,,,-81.48033,98.77593,,0
,,,-83.63197,98.77593,,0
,,,-65.64985,99.149376,,0
,,,-66.33635,99.149376,,0
,,,-67.04206,99.149376,,0
,,,-67.76884,99.149376,,0
,,,-68.51881,99.149376,,0
,,,-69.294495,99.149376,,0
,,,-70.09893,99.149376,,0
,,,-70.935745,99.149376,,0
,,,-71.80941,99.149376,,0
,,,-72.725525,99.149376,,0
,,,-73.69126,99.149376,,0
,,,-74.71601,99.149376,,0
,,,-75.81257,99.149376,,0
,,,-76.99911,99.149376,,0
,,,-78.30298,99.149376,,0
,,,-79.76896,99.149376,,0
,,,-81.48033,99.149376,,0
,,,-83.63197,99.149376,,0
,,,-65.64985,99.52282,,0
,,,-66.33635,99.52282,,0
,,,-67.04206,99.52282,,0
,,,-67.76884,99.52282,,0
,,,-68.51881,99.52282,,0
,,,-69.294495,99.52282,,0
,,,-70.09893,99.52282,,0
,,,-70.935745,99.52282,,0
,,,-71.80941,99.52282,,0
,,,-72.725525,99.52282,,0
,,,-73.69126,99.52282,,0
,,,-74.71601,99.52282,,0
,,,-75.81257,99.52282,,0
,,,-76.99911,99.52282,,0
,,,-78.30298,99.52282,,0
,,,-79.76896,99.52282,,0
,,,-81.48033,99.52282,,0
,,,-83.63197,99.52282,,0
,,,-64.98099,99.89626,,0
,,,-65.64985,99.89626,,0
,,,-66.33635,99.89626,,0
,,,-67.04206,99.89626,,0
,,,-67.76884,99.89626,,0
,,,-68.51881,99.89626,,0
,,,-69.294495,99.89626,,0
,,,-70.09893,99.89626,,0
,,,-70.935745,99.89626,,0
,,,-71.80941,99.89626,,0
,,,-72.725525,99.89626,,0
,,,-73.69126,99.89626,,0
,,,-74.71601,99.89626,,0
,,,-75.81257,99.89626,,0
,,,-76.99911,99.89626,,0
,,,-78.30298,99.89626,,0
,,,-79.76896,99.89626,,0
,,,-81.48033,99.89626,,0
,,,-83.63197,99.89626,,0
,,,-64.98099,100.26971,,0
,,,-65.64985,100.26971,,0
,,,-66.33635,100.26971,,0
,,,-67.04206,100.26971,,0
,,,-67.76884,100.26971,,0
,,,-68.51881,100.26971,,0
,,,-69.294495,100.26971,,0
,,,-70.09893,100.26971,,0
,,,-70.935745,100.26971,,0
,,,-71.80941,100.26971,,0
,,,-72.725525,100.26971,,0
,,,-73.69126,100.26971,,0
,,,-74.71601,100.26971,,0
,,,-75.81257,100.26971,,0
,,,-76.99911,100.26971,,0
,,,-78.30298,100.26971,,0
,,,-79.76896,100.26971,,0
,,,-81.48033,100.26971,,0
,,,-83.63197,100.26971,,0
,,,-64.98099,100.64315,,0
,,,-65.64985,100.64315,,0
,,,-66.33635,100.64315,,0
,,,-67.04206,100.64315,,0
,,,-67.76884,100.64315,,0
,,,-68.51881,100.64315,,0
,,,-69.294495,100.64315,,0
,,,-70.09893,100.64315,,0
,,,-70.935745,100.64315,,0
,,,-71.80941,100.64315,,0
,,,-72.725525,100.64315,,0
,,,-73.69126,100.64315,,0
,,,-74.71601,100.64315,,0
,,,-75.81257,100.64315,,0
,,,-76.99911,100.64315,,0
,,,-78.30298,100.64315,,0
,,,-79.76896,100.64315,,0
,,,-81.48033,100.64315,,0
,,,-83.63197,100.64315,,0
,,,-64.32838,101.016594,,0
,,,-64.98099,101.016594,,0
,,,-65.64985,101.016594,,0
,,,-66.33635,101.016594,,0
,,,-67.04206,101.016594,,0
,,,-67.76884,101.016594,,0
,,,-68.51881,101.016594,,0
,,,-69.294495,101.016594,,0
,,,-70.09893,101.016594,,0
,,,-70.935745,101.016594,,0
,,,-71.80941,101.016594,,0
,,,-72.725525,101.016594,,0
,,,-73.69126,101.016594,,0
,,,-74.71601,101.016594,,0
,,,-75.81257,101.016594,,0
,,,-76.99911,101.016594,,0
,,,-78.30298,101.016594,,0
,,,-79.76896,101.016594,,0
,,,-81.48033,101.016594,,0
,,,-83.63197,101.016594,,0
,,,-64.32838,101.390045,,0
,,,-64.98099,101.390045,,0
,,,-65.64985,101.390045,,0
,,,-66.33635,101.390045,,0
,,,-67.04206,101.390045,,0
,,,-67.76884,101.390045,,0
,,,-68.51881,101.390045,,0
,,,-69.294495,101.390045,,0
,,,-70.09893,101.390045,,0
,,,-70.935745,101.390045,,0
,,,-71.80941,101.390045,,0
,,,-72.725525,101.390045,,0
,,,-73.69126,101.390045,,0
,,,-74.71601,101.390045,,0
,,,-75.81257,101.390045,,0
,,,-76.99911,101.390045,,0
,,,-78.30298,101.390045,,0
,,,-79.76896,101.390045,,0
,,,-81.48033,101.390045,,0
,,,-83.63197,101.390045,,0
,,,-63.690807,101.76349,,0
,,,-64.32838,101.76349,,0
,,,-64.98099,101.76349,,0
,,,-65.64985,101.76349,,0
,,,-66.33635,101.76349,,0
,,,-67.04206,101.76349,,0
,,,-67.76884,101.76349,,0
,,,-68.51881,101.76349,,0
,,,-69.294495,101.76349,,0
,,,-70.09893,101.76349,,0
,,,-70.935745,101.76349,,0
,,,-71.80941,101.76349,,0
,,,-72.725525,101.76349,,0
,,,-73.69126,101.76349,,0
,,,-74.71601,101.76349,,0
,,,-75.81257,101.76349,,0
,,,-76.99911,101.76349,,0
,,,-78.30298,101.76349,,0
,,,-79.76896,101.76349,,0
,,,-81.48033,101.76349,,0
,,,-83.63197,101.76349,,0
,,,-63.690807,102.13693,,0
,,,-64.32838,102.13693,,0
,,,-64.98099,102.13693,,0
,,,-65.64985,102.13693,,0
,,,-66.33635,102.13693,,0
,,,-67.04206,102.13693,,0
,,,-67.76884,102.13693,,0
,,,-68.51881,102.13693,,0
,,,-69.294495,102.13693,,0
,,,-70.09893,102.13693,,0
,,,-70.935745,102.13693,,0
,,,-71.80941,102.13693,,0
,,,-72.725525,102.13693,,0
,,,-73.69126,102.13693,,0
,,,-74.71601,102.13693,,0
,,,-75.81257,102.13693,,0
,,,-76.99911,102.13693,,0
,,,-78.30298,102.13693,,0
,,,-79.76896,102.13693,,0
,,,-81.48033,102.13693,,0
,,,-83.63197,102.13693,,0
,,,-63.0672,102.510376,,0
,,,-63.690807,102.510376,,0
,,,-64.32838,102.510376,,0
,,,-64.98099,102.510376,,0
,,,-65.64985,102.510376,,0
,,,-66.33635,102.510376,,0
,,,-67.04206,102.510376,,0
,,,-67.76884,102.510376,,0
,,,-68.51881,102.510376,,0
,,,-69.294495,102.510376,,0
,,,-70.09893,102.510376,,0
,,,-70.935745,102.510376,,0
,,,-71.80941,102.510376,,0
,,,-72.725525,102.510376,,0
,,,-73.69126,102.510376,,0
,,,-74.71601,102.510376,,0
,,,-75.81257,102.510376,,0
,,,-76.99911,102.510376,,0
,,,-78.30298,102.510376,,0
,,,-79.76896,102.510376,,0
,,,-81.48033,102.510376,,0
,,,-63.0672,102.88382,,0
,,,-63.690807,102.88382,,0
,,,-64.32838,102.88382,,0
,,,-64.98099,102.88382,,0
,,,-65.64985,102.88382,,0
,,,-66.33635,102.88382,,0
,,,-67.04206,102.88382,,0
,,,-67.76884,102.88382,,0
,,,-68.51881,102.88382,,0
,,,-69.294495,102.88382,,0
,,,-70.09893,102.88382,,0
,,,-70.935745,102.88382,,0
,,,-71.80941,102.88382,,0
,,,-72.725525,102.88382,,0
,,,-73.69126,102.88382,,0
,,,-74.71601,102.88382,,0
,,,-75.81257,102.88382,,0
,,,-76.99911,102.88382,,0
,,,-78.30298,102.88382,,0
,,,-79.76896,102.88382,,0
,,,-81.48033,102.88382,,0
,,,-62.456604,103.25726,,0
,,,-63.0672,103.25726,,0
,,,-63.690807,103.25726,,0
,,,-64.32838,103.25726,,0
,,,-64.98099,103.25726,,0
,,,-65.64985,103.25726,,0
,,,-66.33635,103.25726,,0
,,,-67.04206,103.25726,,0
,,,-67.76884,103.25726,,0
,,,-68.51881,103.25726,,0
,,,-69.294495,103.25726,,0
,,,-70.09893,103.25726,,0
,,,-70.935745,103.25726,,0
,,,-71.80941,103.25726,,0
,,,-72.725525,103.25726,,0
,,,-73.69126,103.25726,,0
,,,-74.71601,103.25726,,0
,,,-75.81257,103.25726,,0
,,,-76.99911,103.25726,,0
,,,-78.30298,103.25726,,0
,,,-79.76896,103.25726,,0
,,,-81.48033,103.25726,,0
,,,-62.456604,103.63071,,0
,,,-63.0672,103.63071,,0
,,,-63.690807,103.63071,,0
,,,-64.32838,103.63071,,0
,,,-64.98099,103.63071,,0
,,,-65.64985,103.63071,,0
,,,-66.33635,103.63071,,0
,,,-67.04206,103.63071,,0
,,,-67.76884,103.63071,,0
,,,-68.51881,103.63071,,0
,,,-69.294495,103.63071,,0
,,,-70.09893,103.63071,,0
,,,-70.935745,103.63071,,0
,,,-71.80941,103.63071,,0
,,,-72.725525,103.63071,,0
,,,-73.69126,103.63071,,0
,,,-74.71601,103.63071,,0
,,,-75.81257,103.63071,,0
,,,-76.99911,103.63071,,0
,,,-78.30298,103.63071,,0
,,,-79.76896,103.63071,,0
,,,-81.48033,103.63071,,0
,,,-61.858166,104.00415,,0
,,,-62.456604,104.00415,,0
,,,-63.0672,104.00415,,0
,,,-63.690807,104.00415,,0
,,,-64.32838,104.00415,,0
,,,-64.98099,104.00415,,0
,,,-65.64985,104.00415,,0
,,,-66.33635,104.00415,,0
,,,-67.04206,104.00415,,0
,,,-67.76884,104.00415,,0
,,,-68.51881,104.00415,,0
,,,-69.294495,104.00415,,0
,,,-70.09893,104.00415,,0
,,,-70.935745,104.00415,,0
,,,-71.80941,104.00415,,0
,,,-72.725525,104.00415,,0
,,,-73.69126,104.00415,,0
,,,-74.71601,104.00415,,0
,,,-75.81257,104.00415,,0
,,,-76.99911,104.00415,,0
,,,-78.30298,104.00415,,0
,,,-79.76896,104.00415,,0
,,,-81.48033,104.00415,,0
,,,-61.858166,104.377594,,0
,,,-62.456604,104.377594,,0
,,,-63.0672,104.377594,,0
,,,-63.690807,104.377594,,0
,,,-64.32838,104.377594,,0
,,,-64.98099,104.377594,,0
,,,-65.64985,104.377594,,0
,,,-66.33635,104.377594,,0
,,,-67.04206,104.377594,,0
,,,-67.76884,104.377594,,0
,,,-68.51881,104.377594,,0
,,,-69.294495,104.377594,,0
,,,-70.09893,104.377594,,0
,,,-70.935745,104.377594,,0
,,,-71.80941,104.377594,,0
,,,-72.725525,104.377594,,0
,,,-73.69126,104.377594,,0
,,,-74.71601,104.377594,,0
,,,-75.81257,104.377594,,0
,,,-76.99911,104.377594,,0
,,,-78.30298,104.377594,,0
,,,-79.76896,104.377594,,0
,,,-81.48033,104.377594,,0
,,,-61.27113,104.75104,,0
,,,-61.858166,104.75104,,0
,,,-62.456604,104.75104,,0
,,,-63.0672,104.75104,,0
,,,-63.690807,104.75104,,0
,,,-64.32838,104.75104,,0
,,,-64.98099,104.75104,,0
,,,-65.64985,104.75104,,0
,,,-66.33635,104.75104,,0
,,,-67.04206,104.75104,,0
,,,-67.76884,104.75104,,0
,,,-68.51881,104.75104,,0
,,,-69.294495,104.75104,,0
,,,-70.09893,104.75104,,0
,,,-70.935745,104.75104,,0
,,,-71.80941,104.75104,,0
,,,-72.725525,104.75104,,0
,,,-73.69126,104.75104,,0
,,,-74.71601,104.75104,,0
,,,-75.81257,104.75104,,0
,,,-76.99911,104.75104,,0
,,,-78.30298,104.75104,,0
,,,-79.76896,104.75104,,0
,,,-81.48033,104.75104,,0
,,,-61.27113,105.12448,,0
,,,-61.858166,105.12448,,0
,,,-62.456604,105.12448,,0
,,,-63.0672,105.12448,,0
,,,-63.690807,105.12448,,0
,,,-64.32838,105.12448,,0
,,,-64.98099,105.12448,,0
,,,-65.64985,105.12448,,0
,,,-66.33635,105.12448,,0
,,,-67.04206,105.12448,,0
,,,-67.76884,105.12448,,0
,,,-68.51881,105.12448,,0
,,,-69.294495,105.12448,,0
,,,-70.09893,105.12448,,0
,,,-70.935745,105.12448,,0
,,,-71.80941,105.12448,,0
,,,-72.725525,105.12448,,0
,,,-73.69126,105.12448,,0
,,,-74.71601,105.12448,,0
,,,-75.81257,105.12448,,0
,,,-76.99911,105.12448,,0
,,,-78.30298,105.12448,,0
,,,-79.76896,105.12448,,0
,,,-81.48033,105.12448,,0
,,,-60.6948,105.497925,,0
,,,-61.27113,105.497925,,0
,,,-61.858166,105.497925,,0
,,,-62.456604,105.497925,,0
,,,-63.0672,105.497925,,0
,,,-63.690807,105.497925,,0
,,,-64.32838,105.497925,,0
,,,-64.98099,105.497925,,0
,,,-65.64985,105.497925,,0
,,,-66.33635,105.497925,,0
,,,-67.04206,105.497925,,0
,,,-67.76884,105.497925,,0
,,,-68.51881,105.497925,,0
,,,-69.294495,105.497925,,0
,,,-70.09893,105.497925,,0
,,,-70.935745,105.497925,,0
,,,-71.80941,105.497925,,0
,,,-72.725525,105.497925,,0
,,,-73.69126,105.497925,,0
,,,-74.71601,105.497925,,0
,,,-75.81257,105.497925,,0
,,,-76.99911,105.497925,,0
,,,-78.30298,105.497925,,0
,,,-79.76896,105.497925,,0
,,,-81.48033,105.497925,,0
,,,-60.6948,105.87137,,0
,,,-61.27113,105.87137,,0
,,,-61.858166,105.87137,,0
,,,-62.456604,105.87137,,0
,,,-63.0672,105.87137,,0
,,,-63.690807,105.87137,,0
,,,-64.32838,105.87137,,0
,,,-64.98099,105.87137,,0
,,,-65.64985,105.87137,,0
,,,-66.33635,105.87137,,0
,,,-67.04206,105.87137,,0
,,,-67.76884,105.87137,,0
,,,-68.51881,105.87137,,0
,,,-69.294495,105.87137,,0
,,,-70.09893,105.87137,,0
,,,-70.935745,105.87137,,0
,,,-71.80941,105.87137,,0
,,,-72.725525,105.87137,,0
,,,-73.69126,105.87137,,0
,,,-74.71601,105.87137,,0
,,,-75.81257,105.87137,,0
,,,-76.99911,105.87137,,0
,,,-78.30298,105.87137,,0
,,,-79.76896,105.87137,,0
,,,-81.48033,105.87137,,0
,,,-60.128555,106.24481,,0
,,,-60.6948,106.24481,,0
,,,-61.27113,106.24481,,0
,,,-61.858166,106.24481,,0
,,,-62.456604,106.24481,,0
,,,-63.0672,106.24481,,0
,,,-63.690807,106.24481,,0
,,,-64.32838,106.24481,,0
,,,-64.98099,106.24481,,0
,,,-65.64985,106.24481,,0
,,,-66.33635,106.24481,,0
,,,-67.04206,106.24481,,0
,,,-67.76884,106.24481,,0
,,,-68.51881,106.24481,,0
,,,-69.294495,106.24481,,0
,,,-70.09893,106.24481,,0
,,,-70.935745,106.24481,,0
,,,-71.80941,106.24481,,0
,,,-72.725525,106.24481,,0
,,,-73.69126,106.24481,,0
,,,-74.71601,106.24481,,0
,,,-75.81257,106.24481,,0
,,,-76.99911,106.24481,,0
,,,-78.30298,106.24481,,0
,,,-79.76896,106.24481,,0
,,,-81.48033,106.24481,,0
,,,-59.571827,106.618256,,0
,,,-60.128555,106.618256,,0
,,,-60.6948,106.618256,,0
,,,-61.27113,106.618256,,0
,,,-61.858166,106.618256,,0
,,,-62.456604,106.618256,,0
,,,-63.0672,106.618256,,0
,,,-63.690807,106.618256,,0
,,,-64.32838,106.618256,,0
,,,-64.98099,106.618256,,0
,,,-65.64985,106.618256,,0
,,,-66.33635,106.618256,,0
,,,-67.04206,106.618256,,0
,,,-67.76884,106.618256,,0
,,,-68.51881,106.618256,,0
,,,-69.294495,106.618256,,0
,,,-70.09893,106.618256,,0
,,,-70.935745,106.618256,,0
,,,-71.80941,106.618256,,0
,,,-72.725525,106.618256,,0
,,,-73.69126,106.618256,,0
,,,-74.71601,106.618256,,0
,,,-75.81257,106.618256,,0
,,,-76.99911,106.618256,,0
,,,-78.30298,106.618256,,0
,,,-79.76896,106.618256,,0
,,,-81.48033,106.618256,,0
,,,-59.571827,106.9917,,0
,,,-60.128555,106.9917,,0
,,,-60.6948,106.9917,,0
,,,-61.27113,106.9917,,0
,,,-61.858166,106.9917,,0
,,,-62.456604,106.9917,,0
,,,-63.0672,106.9917,,0
,,,-63.690807,106.9917,,0
,,,-64.32838,106.9917,,0
,,,-64.98099,106.9917,,0
,,,-65.64985,106.9917,,0
,,,-66.33635,106.9917,,0
,,,-67.04206,106.9917,,0
,,,-67.76884,106.9917,,0
,,,-68.51881,106.9917,,0
,,,-69.294495,106.9917,,0
,,,-70.09893,106.9917,,0
,,,-70.935745,106.9917,,0
,,,-71.80941,106.9917,,0
,,,-72.725525,106.9917,,0
,,,-73.69126,106.9917,,0
,,,-74.71601,106.9917,,0
,,,-75.81257,106.9917,,0
,,,-76.99911,106.9917,,0
,,,-78.30298,106.9917,,0
,,,-79.76896,106.9917,,0
,,,-81.48033,106.9917,,0
,,,-59.024097,107.36514,,0
,,,-59.571827,107.36514,,0
,,,-60.128555,107.36514,,0
,,,-60.6948,107.36514,,0
,,,-61.27113,107.36514,,0
,,,-61.858166,107.36514,,0
,,,-62.456604,107.36514,,0
,,,-63.0672,107.36514,,0
,,,-63.690807,107.36514,,0
,,,-64.32838,107.36514,,0
,,,-64.98099,107.36514,,0
,,,-65.64985,107.36514,,0
,,,-66.33635,107.36514,,0
,,,-67.04206,107.36514,,0
,,,-67.76884,107.36514,,0
,,,-68.51881,107.36514,,0
,,,-69.294495,107.36514,,0
,,,-70.09893,107.36514,,0
,,,-70.935745,107.36514,,0
,,,-71.80941,107.36514,,0
,,,-72.725525,107.36514,,0
,,,-73.69126,107.36514,,0
,,,-74.71601,107.36514,,0
,,,-75.81257,107.36514,,0
,,,-76.99911,107.36514,,0
,,,-78.30298,107.36514,,0
,,,-79.76896,107.36514,,0
,,,-81.48033,107.36514,,0
,,,-58.484894,107.73859,,0
,,,-59.024097,107.73859,,0
,,,-59.571827,107.73859,,0
,,,-60.128555,107.73859,,0
,,,-60.6948,107.73859,,0
,,,-61.27113,107.73859,,0
,,,-61.858166,107.73859,,0
,,,-62.456604,107.73859,,0
,,,-63.0672,107.73859,,0
,,,-63.690807,107.73859,,0
,,,-64.32838,107.73859,,0
,,,-64.98099,107.73859,,0
,,,-65.64985,107.73859,,0
,,,-66.33635,107.73859,,0
,,,-67.04206,107.73859,,0
,,,-67.76884,107.73859,,0
,,,-68.51881,107.73859,,0
,,,-69.294495,107.73859,,0
,,,-70.09893,107.73859,,0
,,,-70.935745,107.73859,,0
,,,-71.80941,107.73859,,0
,,,-72.725525,107.73859,,0
,,,-73.69126,107.73859,,0
,,,-74.71601,107.73859,,0
,,,-75.81257,107.73859,,0
,,,-76.99911,107.73859,,0
,,,-78.30298,107.73859,,0
,,,-79.76896,107.73859,,0
,,,-81.48033,107.73859,,0
,,,-57.95379,108.11203,,0
,,,-58.484894,108.11203,,0
,,,-59.024097,108.11203,,0
,,,-59.571827,108.11203,,0
,,,-60.128555,108.11203,,0
,,,-60.6948,108.11203,,0
,,,-61.27113,108.11203,,0
,,,-61.858166,108.11203,,0
,,,-62.456604,108.11203,,0
,,,-63.0672,108.11203,,0
,,,-63.690807,108.11203,,0
,,,-64.32838,108.11203,,0
,,,-64.98099,108.11203,,0
,,,-65.64985,108.11203,,0
,,,-66.33635,108.11203,,0
,,,-67.04206,108.11203,,0
,,,-67.76884,108.11203,,0
,,,-68.51881,108.11203,,0
,,,-69.294495,108.11203,,0
,,,-70.09893,108.11203,,0
,,,-70.935745,108.11203,,0
,,,-71.80941,108.11203,,0
,,,-72.725525,108.11203,,0
,,,-73.69126,108.11203,,0
,,,-74.71601,108.11203,,0
,,,-75.81257,108.11203,,0
,,,-76.99911,108.11203,,0
,,,-78.30298,108.11203,,0
,,,-79.76896,108.11203,,0
,,,-81.48033,108.11203,,0
,,,-57.95379,108.48547,,0
,,,-58.484894,108.48547,,0
,,,-59.024097,108.48547,,0
,,,-59.571827,108.48547,,0
,,,-60.128555,108.48547,,0
